Phylostratum	GeneID	Zygote	Quadrant	Globular	Heart	Torpedo	Bent	Mature
1	AT1G01040	2173.6352050000005	1911.2001450000005	1152.555283	1291.4224449999995	1000.252931	962.9772229999999	1696.427421
1	AT1G01050	1501.0140840000004	1817.308557	1665.308874	1564.7612440000007	1496.320663	1114.6435469999997	1071.6554869999998
2	AT1G01070	1212.7927240000001	1233.0022669999996	939.2000455999996	929.6195012000001	864.2180087000004	877.2060012	894.8189171000001
1	AT1G01080	1016.9203209999996	936.3837173999997	1181.338144	1329.473434	1392.6428539999997	1287.97459	861.2604884999997
1	AT1G01090	11424.566680000004	16778.168460000008	34366.64935000002	39775.64053	56231.56891999996	66980.36733000004	7772.561656000002
1	AT1G01120	844.0413820999996	787.5928851000002	859.6267327999999	931.6179798000001	942.8452686000004	870.2624520000004	792.7542260000004
1	AT1G01180	1003.110196	1095.7200600000003	1329.951058	1065.5602729999998	1006.9826290000003	1268.8798909999996	1467.0243479999997
1	AT1G01190	827.5711059	764.6320945999997	698.7656370999998	715.2263533	696.3268389	669.7863948	733.4001494000001
1	AT1G01200	903.9973086000002	802.2732085000004	765.5864446000002	796.0257169999998	719.4408714000002	698.4808664999998	990.7592655999999
1	AT1G01210	2916.069997999999	4558.355704999996	2949.6307	2921.460618	2120.653955000001	1443.7551209999997	1347.7612039999995
1	AT1G01220	881.1928519	829.0929329000003	894.6108827000002	936.4050246999999	846.2609448000002	793.6664953000002	821.6062798999997
1	AT1G01280	959.6673257	896.1690528999997	992.7787610999998	1016.4331250000002	879.6115184999998	834.2850365000004	850.4775704000003
1	AT1G01290	2285.8264090000007	1826.6374179999998	2080.702964000001	2061.713447	1871.2901780000007	1681.6802220000006	1522.761047
1	AT1G01310	688.1134426000001	709.9617554999996	644.7473734	695.5615686000003	635.0508464	596.0423064	618.8138380000003
1	AT1G01320	827.2216635000002	751.1099528999997	799.0867356000002	797.7342590000001	740.7836219000003	756.6157073999999	778.8728653
1	AT1G01340	1188.1866049999996	1056.077062	980.5988290999998	960.7375245	918.2507741000001	957.8798704000003	1050.7848980000006
1	AT1G01440	854.8822706000003	765.0968682999999	671.7092024000003	788.4028350000002	710.9093863999998	682.4514243	708.8919688999998
1	AT1G01470	815.9183890000002	805.9603072	927.2453947000002	912.7987600999995	819.4061376	1316.0850239999997	17220.651709999995
1	AT1G01480	1270.0803809999998	1156.390002	1413.8955219999993	1518.754336	1370.0057829999996	1292.110939	1355.0277990000004
1	AT1G01510	1689.159407	1809.4085079999998	1763.4711340000006	2000.5396209999997	1923.6352819999997	1846.846409	1853.1853889999995
1	AT1G01580	783.5552403000004	779.9293946000004	952.2677452000004	983.8623549999996	1011.4041720000001	941.7605022999999	835.2719374000001
1	AT1G01590	875.8926762999997	908.9014550999998	891.7038546999996	903.4848273999999	880.9962737000002	840.4380982000004	910.9620580000001
1	AT1G01600	4301.381959999997	3805.2730200000033	4265.650320000002	2751.9547900000002	1548.539173	1970.937507	2145.3882670000007
1	AT1G01620	5879.892347	4977.186056999996	11613.344260000005	7295.211773999998	17289.63149999999	11439.764930000007	8183.6089900000015
1	AT1G01650	2058.881921999999	1255.1626500000002	1499.2896180000007	1204.4695169999998	1186.3494889999997	1715.457385	8491.121177999996
1	AT1G01660	779.1239952000002	814.1862054999997	669.8906902000001	676.9665958000003	719.4779207000004	624.3354828	725.3790182
1	AT1G01670	972.3180812999998	904.9416201000003	816.0965947000001	844.9880237	760.5945100999999	707.0620941999998	886.9997800999998
1	AT1G01680	985.5467755000004	862.4288071999998	813.0418515999997	862.9090863000001	784.1984546	713.2222034000002	765.3003469999998
1	AT1G01710	4254.057398000001	3070.6617109999993	3564.983651000002	2873.078355999999	1907.1543870000003	2028.6602090000008	4896.514106000003
1	AT1G01740	1097.9934419999995	1105.3730759999999	1148.2331639999998	1116.563612	1012.3383859999999	1022.6190930000004	1033.676615
1	AT1G01770	792.2802048999997	771.7754278999998	755.3945322000002	761.0335186999998	651.6014874000001	628.6296719000001	639.2974682000001
1	AT1G01790	4099.246418999997	3263.778482000001	1954.1523629999995	2327.6404459999994	2446.185094	1963.1323810000004	1229.2302999999995
1	AT1G01800	1142.3324109999996	1183.9554479999997	1066.4157369999998	1100.4049840000002	1031.722883	951.8139589000003	853.277125
